Times;CH3 CH 3;CH4 CH 4;CH5 CH 5;CH6 CH 6;CH7 CH 7;CH8 CH 8
1.692 217 240 s;0;0;0;0;0;0
1.692 285 680 s;0;0;0;0;1;0
1.692 286 410 s;0;0;1;0;1;0
1.692 286 470 s;1;0;1;0;1;0
1.692 290 640 s;1;0;1;0;0;0
1.692 291 360 s;1;0;0;0;0;0
1.692 291 420 s;0;0;0;0;0;0
1.692 360 290 s;0;0;0;0;1;0
1.692 361 020 s;0;0;1;0;1;0
1.692 363 180 s;0;0;1;0;0;0
1.692 363 890 s;0;0;0;0;0;0
1.692 455 180 s;0;0;0;0;1;0
1.692 455 910 s;0;0;1;0;1;0
1.692 458 070 s;0;0;1;0;0;0
1.692 458 790 s;0;0;0;0;0;0
1.692 541 450 s;0;0;0;0;1;0
1.692 542 180 s;0;0;1;0;1;0
1.692 544 350 s;0;0;1;0;0;0
1.692 545 060 s;0;0;0;0;0;0
1.692 562 820 s;0;0;0;0;1;0
1.692 563 540 s;0;0;1;0;1;0
1.692 563 600 s;1;0;1;0;1;0
1.692 567 790 s;1;0;1;0;0;0
1.692 568 510 s;1;0;0;0;0;0
1.692 568 560 s;0;0;0;0;0;0
1.692 627 720 s;0;0;0;0;1;0
1.692 628 440 s;0;0;1;0;1;0
1.692 630 610 s;0;0;1;0;0;0
1.692 631 320 s;0;0;0;0;0;0
1.692 713 980 s;0;0;0;0;1;0
1.692 714 710 s;0;0;1;0;1;0
1.692 716 880 s;0;0;1;0;0;0
1.692 717 590 s;0;0;0;0;0;0
1.692 800 250 s;0;0;0;0;1;0
1.692 800 980 s;0;0;1;0;1;0
1.692 803 140 s;0;0;1;0;0;0
1.692 803 850 s;0;0;0;0;0;0
1.692 839 960 s;0;0;0;0;1;0
1.692 840 690 s;0;0;1;0;1;0
1.692 840 740 s;1;0;1;0;1;0
1.692 844 920 s;1;0;1;0;0;0
1.692 845 630 s;1;0;0;0;0;0
1.692 845 690 s;0;0;0;0;0;0
1.692 886 520 s;0;0;0;0;1;0
1.692 887 250 s;0;0;1;0;1;0
1.692 889 410 s;0;0;1;0;0;0
1.692 890 120 s;0;0;0;0;0;0
1.692 972 780 s;0;0;0;0;1;0
1.692 973 510 s;0;0;1;0;1;0
1.692 975 680 s;0;0;1;0;0;0
1.692 976 390 s;0;0;0;0;0;0
1.693 059 050 s;0;0;0;0;1;0
1.693 059 780 s;0;0;1;0;1;0
1.693 061 940 s;0;0;1;0;0;0
1.693 062 650 s;0;0;0;0;0;0
1.693 076 300 s;0;0;0;0;1;0
1.693 077 030 s;0;0;1;0;1;0
1.693 079 200 s;0;0;1;0;0;0
1.693 079 910 s;0;0;0;0;0;0
1.693 117 090 s;0;0;0;0;1;0
1.693 117 820 s;0;0;1;0;1;0
1.693 117 880 s;1;0;1;0;1;0
1.693 122 070 s;1;0;1;0;0;0
1.693 122 780 s;1;0;0;0;0;0
1.693 122 840 s;0;0;0;0;0;0
1.693 231 580 s;0;0;0;0;1;0
1.693 232 310 s;0;0;1;0;1;0
1.693 234 470 s;0;0;1;0;0;0
1.693 235 190 s;0;0;0;0;0;0
1.693 317 850 s;0;0;0;0;1;0
1.693 318 570 s;0;0;1;0;1;0
1.693 320 740 s;0;0;1;0;0;0
1.693 321 460 s;0;0;0;0;0;0
1.693 394 230 s;0;0;0;0;1;0
1.693 394 960 s;0;0;1;0;1;0
1.693 395 020 s;1;0;1;0;1;0
1.693 399 200 s;1;0;1;0;0;0
1.693 399 910 s;1;0;0;0;0;0
1.693 399 960 s;0;0;0;0;0;0
1.693 404 110 s;0;0;0;0;1;0
1.693 404 840 s;0;0;1;0;1;0
1.693 407 000 s;0;0;1;0;0;0
1.693 407 720 s;0;0;0;0;0;0
1.693 490 380 s;0;0;0;0;1;0
1.693 491 110 s;0;0;1;0;1;0
1.693 493 280 s;0;0;1;0;0;0
1.693 493 990 s;0;0;0;0;0;0
1.693 576 650 s;0;0;0;0;1;0
1.693 577 380 s;0;0;1;0;1;0
1.693 579 540 s;0;0;1;0;0;0
1.693 580 250 s;0;0;0;0;0;0
1.693 619 780 s;0;0;0;0;1;0
1.693 620 510 s;0;0;1;0;1;0
1.693 622 450 s;0;0;1;0;0;0
1.693 623 160 s;0;0;0;0;0;0
1.693 671 370 s;0;0;0;0;1;0
1.693 672 100 s;0;0;1;0;1;0
1.693 672 160 s;1;0;1;0;1;0
1.693 676 340 s;1;0;1;0;0;0
1.693 677 060 s;1;0;0;0;0;0
1.693 677 120 s;0;0;0;0;0;0
1.693 948 510 s;0;0;0;0;1;0
1.693 949 240 s;0;0;1;0;1;0
1.693 949 300 s;1;0;1;0;1;0
1.693 953 470 s;1;0;1;0;0;0
1.693 954 180 s;1;0;0;0;0;0
1.693 954 240 s;0;0;0;0;0;0
1.694 225 640 s;0;0;0;0;1;0
1.694 226 370 s;0;0;1;0;1;0
1.694 226 430 s;1;0;1;0;1;0
1.694 232 970 s;1;0;1;0;0;0
1.694 233 690 s;1;0;0;0;0;0
1.694 233 750 s;0;0;0;0;0;0
1.694 502 780 s;0;0;0;0;1;0
1.694 503 510 s;0;0;1;0;1;0
1.694 503 570 s;1;0;1;0;1;0
1.694 510 100 s;1;0;1;0;0;0
1.694 510 820 s;1;0;0;0;0;0
1.694 510 880 s;0;0;0;0;0;0
1.694 622 720 s;0;0;0;0;1;0
1.694 623 450 s;0;0;1;0;1;0
1.694 623 480 s;0;1;1;0;1;0
1.694 626 340 s;0;1;1;0;0;0
1.694 627 050 s;0;1;0;0;0;0
1.694 627 080 s;0;0;0;0;0;0
1.694 684 570 s;0;0;0;0;1;0
1.694 685 300 s;0;0;1;0;1;0
1.694 685 330 s;0;1;1;0;1;0
1.694 690 650 s;0;1;1;0;0;0
1.694 691 360 s;0;1;0;0;0;0
1.694 691 390 s;0;0;0;0;0;0
1.694 692 870 s;0;0;0;0;1;0
1.694 693 600 s;0;0;1;0;1;0
1.694 693 620 s;0;1;1;0;1;0
1.694 707 270 s;0;1;1;0;0;0
1.694 707 980 s;0;1;0;0;0;0
1.694 708 020 s;0;0;0;0;0;0
1.694 709 490 s;0;0;0;0;1;0
1.694 710 250 s;0;1;0;0;1;0
1.694 710 270 s;1;1;0;0;1;0
1.694 779 690 s;1;1;0;0;1;1
1.694 779 900 s;1;1;0;0;0;1
1.694 780 620 s;1;1;1;0;0;1
1.694 780 660 s;1;0;1;0;0;1
1.694 785 000 s;1;0;1;0;0;0
1.694 785 190 s;1;0;1;0;1;0
1.694 785 910 s;1;0;0;0;1;0
1.694 785 930 s;1;1;0;0;1;0
1.694 996 430 s;1;1;0;0;1;1
1.694 996 630 s;1;1;0;0;0;1
1.694 997 360 s;1;1;1;0;0;1
1.694 997 390 s;1;0;1;0;0;1
1.694 997 420 s;0;0;1;0;0;1
1.694 999 320 s;0;0;1;0;0;0
1.694 999 510 s;0;0;1;0;1;0
1.695 000 240 s;0;0;0;0;1;0
1.695 000 260 s;0;1;0;0;1;0
1.695 000 280 s;1;1;0;0;1;0
1.695 019 090 s;1;1;0;0;1;1
1.695 019 300 s;1;1;0;0;0;1
1.695 020 020 s;1;1;1;0;0;1
1.695 020 060 s;1;0;1;0;0;1
1.695 020 080 s;0;0;1;0;0;1
1.695 021 990 s;0;0;1;0;0;0
1.695 022 180 s;0;0;1;0;1;0
1.695 022 900 s;0;0;0;0;1;0
1.695 022 920 s;0;1;0;0;1;0
1.695 022 950 s;1;1;0;0;1;0
1.695 056 830 s;1;1;0;0;1;1
1.695 057 040 s;1;1;0;0;0;1
1.695 057 760 s;1;1;1;0;0;1
1.695 057 800 s;1;0;1;0;0;1
1.695 061 790 s;1;0;1;0;0;0
1.695 061 990 s;1;0;1;0;1;0
1.695 062 710 s;1;0;0;0;1;0
1.695 062 730 s;1;1;0;0;1;0
1.695 082 750 s;1;1;0;0;1;1
1.695 082 960 s;1;1;0;0;0;1
1.695 083 680 s;1;1;1;0;0;1
1.695 083 720 s;1;0;1;0;0;1
1.695 083 740 s;0;0;1;0;0;1
1.695 085 640 s;0;0;1;0;0;0
1.695 085 840 s;0;0;1;0;1;0
1.695 086 560 s;0;0;0;0;1;0
1.695 086 580 s;0;1;0;0;1;0
1.695 086 610 s;1;1;0;0;1;0
1.695 196 610 s;1;1;0;0;1;1
1.695 196 820 s;1;1;0;0;0;1
1.695 197 540 s;1;1;1;0;0;1
1.695 197 580 s;1;0;1;0;0;1
1.695 197 600 s;0;0;1;0;0;1
1.695 199 500 s;0;0;1;0;0;0
1.695 199 700 s;0;0;1;0;1;0
1.695 200 420 s;0;0;0;0;1;0
1.695 200 440 s;0;1;0;0;1;0
1.695 200 460 s;1;1;0;0;1;0
1.695 202 820 s;1;1;0;0;0;0
1.695 203 560 s;1;0;0;0;0;0
1.695 203 590 s;0;0;0;0;0;0
1.695 334 190 s;0;0;0;0;1;0
1.695 334 920 s;0;0;1;0;1;0
1.695 334 980 s;1;0;1;0;1;0
1.695 339 170 s;1;0;1;0;0;0
1.695 339 890 s;1;0;0;0;0;0
1.695 339 940 s;0;0;0;0;0;0
1.695 341 440 s;0;0;0;0;1;0
1.695 342 170 s;0;0;1;0;1;0
1.695 344 330 s;0;0;1;0;0;0
1.695 345 040 s;0;0;0;0;0;0
1.695 424 780 s;0;0;0;0;1;0
1.695 425 500 s;0;0;1;0;1;0
1.695 427 670 s;0;0;1;0;0;0
1.695 428 380 s;0;0;0;0;0;0
1.695 511 040 s;0;0;0;0;1;0
1.695 511 770 s;0;0;1;0;1;0
1.695 513 930 s;0;0;1;0;0;0
1.695 514 650 s;0;0;0;0;0;0
1.695 597 310 s;0;0;0;0;1;0
1.695 598 040 s;0;0;1;0;1;0
1.695 600 200 s;0;0;1;0;0;0
1.695 600 920 s;0;0;0;0;0;0
1.695 611 340 s;0;0;0;0;1;0
1.695 612 070 s;0;0;1;0;1;0
1.695 612 120 s;1;0;1;0;1;0
1.695 616 300 s;1;0;1;0;0;0
1.695 617 010 s;1;0;0;0;0;0
1.695 617 070 s;0;0;0;0;0;0
1.695 674 950 s;0;0;0;0;1;0
1.695 675 680 s;0;0;1;0;1;0
1.695 677 840 s;0;0;1;0;0;0
1.695 678 550 s;0;0;0;0;0;0
1.695 769 840 s;0;0;0;0;1;0
1.695 770 570 s;0;0;1;0;1;0
1.695 772 730 s;0;0;1;0;0;0
1.695 773 450 s;0;0;0;0;0;0
1.695 856 110 s;0;0;0;0;1;0
1.695 856 840 s;0;0;1;0;1;0
1.695 859 000 s;0;0;1;0;0;0
1.695 859 720 s;0;0;0;0;0;0
1.695 888 470 s;0;0;0;0;1;0
1.695 889 200 s;0;0;1;0;1;0
1.695 889 260 s;1;0;1;0;1;0
1.695 893 450 s;1;0;1;0;0;0
1.695 894 160 s;1;0;0;0;0;0
1.695 894 220 s;0;0;0;0;0;0
1.695 942 370 s;0;0;0;0;1;0
1.695 943 100 s;0;0;1;0;1;0
1.695 945 270 s;0;0;1;0;0;0
1.695 945 980 s;0;0;0;0;0;0
1.696 028 640 s;0;0;0;0;1;0
1.696 029 370 s;0;0;1;0;1;0
1.696 031 540 s;0;0;1;0;0;0
1.696 032 250 s;0;0;0;0;0;0
1.696 097 650 s;0;0;0;0;1;0
1.696 098 380 s;0;0;1;0;1;0
1.696 100 550 s;0;0;1;0;0;0
1.696 101 260 s;0;0;0;0;0;0
1.696 165 610 s;0;0;0;0;1;0
1.696 166 340 s;0;0;1;0;1;0
1.696 166 400 s;1;0;1;0;1;0
1.696 170 570 s;1;0;1;0;0;0
1.696 171 280 s;1;0;0;0;0;0
1.696 171 340 s;0;0;0;0;0;0
1.696 201 180 s;0;0;0;0;1;0
1.696 201 900 s;0;0;1;0;1;0
1.696 204 060 s;0;0;1;0;0;0
1.696 204 780 s;0;0;0;0;0;0
1.696 287 440 s;0;0;0;0;1;0
1.696 288 170 s;0;0;1;0;1;0
1.696 290 330 s;0;0;1;0;0;0
1.696 291 050 s;0;0;0;0;0;0
1.696 373 710 s;0;0;0;0;1;0
1.696 374 440 s;0;0;1;0;1;0
1.696 376 600 s;0;0;1;0;0;0
1.696 377 310 s;0;0;0;0;0;0
1.696 442 720 s;0;0;0;0;1;0
1.696 443 450 s;0;0;1;0;1;0
1.696 443 510 s;1;0;1;0;1;0
1.696 447 700 s;1;0;1;0;0;0
1.696 448 410 s;1;0;0;0;0;0
1.696 448 470 s;0;0;0;0;0;0
1.696 449 960 s;0;0;0;0;1;0
1.696 450 690 s;0;0;1;0;1;0
1.696 452 850 s;0;0;1;0;0;0
1.696 453 570 s;0;0;0;0;0;0
1.696 546 240 s;0;0;0;0;1;0
1.696 546 970 s;0;0;1;0;1;0
1.696 549 130 s;0;0;1;0;0;0
1.696 549 840 s;0;0;0;0;0;0
1.696 632 510 s;0;0;0;0;1;0
1.696 633 240 s;0;0;1;0;1;0
1.696 635 400 s;0;0;1;0;0;0
1.696 636 110 s;0;0;0;0;0;0
1.696 718 770 s;0;0;0;0;1;0
1.696 719 650 s;0;0;0;0;1;1
1.696 719 870 s;0;0;0;0;0;1
1.696 720 580 s;0;0;1;0;0;1
1.696 720 640 s;1;0;1;0;0;1
1.696 724 620 s;1;0;1;0;0;0
1.696 724 810 s;1;0;1;0;1;0
1.696 725 590 s;0;0;1;0;1;0
1.696 728 890 s;0;0;1;0;0;0
1.696 729 600 s;0;0;0;0;0;0
1.696 783 200 s;0;0;0;0;1;0
1.696 783 930 s;0;0;1;0;1;0
1.696 786 090 s;0;0;1;0;0;0
1.696 786 810 s;0;0;0;0;0;0
1.696 895 350 s;0;0;0;0;1;0
1.696 896 070 s;0;0;1;0;1;0
1.696 898 240 s;0;0;1;0;0;0
1.696 898 950 s;0;0;0;0;0;0
1.696 964 360 s;0;0;0;0;1;0
1.696 965 090 s;0;0;1;0;1;0
1.696 967 250 s;0;0;1;0;0;0
1.696 967 970 s;0;0;0;0;0;0
1.696 997 030 s;0;0;0;0;1;0
1.696 997 750 s;0;0;1;0;1;0
1.696 997 810 s;1;0;1;0;1;0
1.697 002 000 s;1;0;1;0;0;0
1.697 002 720 s;1;0;0;0;0;0
1.697 002 770 s;0;0;0;0;0;0
1.697 067 880 s;0;0;0;0;1;0
1.697 068 610 s;0;0;1;0;1;0
1.697 070 770 s;0;0;1;0;0;0
1.697 071 480 s;0;0;0;0;0;0
1.697 154 150 s;0;0;0;0;1;0
1.697 154 880 s;0;0;1;0;1;0
1.697 157 040 s;0;0;1;0;0;0
1.697 157 750 s;0;0;0;0;0;0
1.697 240 410 s;0;0;0;0;1;0
1.697 241 140 s;0;0;1;0;1;0
1.697 243 300 s;0;0;1;0;0;0
1.697 244 020 s;0;0;0;0;0;0
1.697 274 160 s;0;0;0;0;1;0
1.697 274 890 s;0;0;1;0;1;0
1.697 274 950 s;1;0;1;0;1;0
1.697 279 120 s;1;0;1;0;0;0
1.697 279 840 s;1;0;0;0;0;0
1.697 279 900 s;0;0;0;0;0;0
1.697 309 430 s;0;0;0;0;1;0
1.697 310 160 s;0;0;1;0;1;0
1.697 312 320 s;0;0;1;0;0;0
1.697 313 030 s;0;0;0;0;0;0
1.697 343 930 s;0;0;0;0;1;0
1.697 344 660 s;0;0;1;0;1;0
1.697 346 830 s;0;0;1;0;0;0
1.697 347 540 s;0;0;0;0;0;0
1.697 490 580 s;0;0;0;0;1;0
1.697 491 310 s;0;0;1;0;1;0
1.697 493 480 s;0;0;1;0;0;0
1.697 494 190 s;0;0;0;0;0;0
1.697 551 270 s;0;0;0;0;1;0
1.697 552 000 s;0;0;1;0;1;0
1.697 552 060 s;1;0;1;0;1;0
1.697 556 250 s;1;0;1;0;0;0
1.697 556 960 s;1;0;0;0;0;0
1.697 557 020 s;0;0;0;0;0;0
1.697 558 240 s;0;0;0;0;1;0
1.697 558 970 s;0;0;1;0;1;0
1.697 561 130 s;0;0;1;0;0;0
1.697 561 840 s;0;0;0;0;0;0
1.697 611 360 s;0;0;0;0;1;0
1.697 612 090 s;0;0;1;0;1;0
1.697 614 250 s;0;0;1;0;0;0
1.697 614 960 s;0;0;0;0;0;0
1.697 758 010 s;0;0;0;0;1;0
1.697 758 740 s;0;0;1;0;1;0
1.697 760 910 s;0;0;1;0;0;0
1.697 761 620 s;0;0;0;0;0;0
1.697 828 440 s;0;0;0;0;1;0
1.697 829 160 s;0;0;1;0;1;0
1.697 829 220 s;1;0;1;0;1;0
1.697 833 400 s;1;0;1;0;0;0
1.697 834 110 s;1;0;0;0;0;0
1.697 834 170 s;0;0;0;0;0;0
1.697 835 660 s;0;0;0;0;1;0
1.697 836 390 s;0;0;1;0;1;0
1.697 838 560 s;0;0;1;0;0;0
1.697 839 270 s;0;0;0;0;0;0
1.697 930 540 s;0;0;0;0;1;0
1.697 931 270 s;0;0;1;0;1;0
1.697 933 440 s;0;0;1;0;0;0
1.697 934 150 s;0;0;0;0;0;0
1.698 016 810 s;0;0;0;0;1;0
1.698 017 540 s;0;0;1;0;1;0
1.698 019 700 s;0;0;1;0;0;0
1.698 020 420 s;0;0;0;0;0;0
1.698 103 080 s;0;0;0;0;1;0
1.698 103 810 s;0;0;1;0;1;0
1.698 105 350 s;0;0;1;0;1;1
1.698 105 550 s;0;0;1;0;0;1
1.698 106 330 s;1;0;1;0;0;1
1.698 110 320 s;1;0;1;0;0;0
1.698 110 510 s;1;0;1;0;1;0
1.698 111 300 s;0;0;1;0;1;0
1.698 113 250 s;0;0;1;0;0;0
1.698 113 970 s;0;0;0;0;0;0
1.698 139 280 s;0;0;0;0;1;0
1.698 140 010 s;0;0;1;0;1;0
1.698 140 040 s;0;1;1;0;1;0
1.698 141 620 s;0;1;1;0;0;0
1.698 142 330 s;0;1;0;0;0;0
1.698 142 370 s;0;0;0;0;0;0
1.698 193 440 s;0;0;0;0;1;0
1.698 194 170 s;0;0;1;0;1;0
1.698 196 330 s;0;0;1;0;0;0
1.698 197 050 s;0;0;0;0;0;0
1.698 271 080 s;0;0;0;0;1;0
1.698 271 810 s;0;0;1;0;1;0
1.698 273 980 s;0;0;1;0;0;0
1.698 274 690 s;0;0;0;0;0;0
1.698 365 970 s;0;0;0;0;1;0
1.698 366 700 s;0;0;1;0;1;0
1.698 368 870 s;0;0;1;0;0;0
1.698 369 580 s;0;0;0;0;0;0
1.698 382 710 s;0;0;0;0;1;0
1.698 383 440 s;0;0;1;0;1;0
1.698 383 500 s;1;0;1;0;1;0
1.698 387 680 s;1;0;1;0;0;0
1.698 388 390 s;1;0;0;0;0;0
1.698 388 450 s;0;0;0;0;0;0
1.698 452 240 s;0;0;0;0;1;0
1.698 452 970 s;0;0;1;0;1;0
1.698 455 130 s;0;0;1;0;0;0
1.698 455 840 s;0;0;0;0;0;0
1.698 538 510 s;0;0;0;0;1;0
1.698 539 230 s;0;0;1;0;1;0
1.698 541 400 s;0;0;1;0;0;0
1.698 542 110 s;0;0;0;0;0;0
1.698 624 770 s;0;0;0;0;1;0
1.698 625 500 s;0;0;1;0;1;0
1.698 627 660 s;0;0;1;0;0;0
1.698 628 380 s;0;0;0;0;0;0
1.698 659 850 s;0;0;0;0;1;0
1.698 660 580 s;0;0;1;0;1;0
1.698 660 640 s;1;0;1;0;1;0
1.698 664 830 s;1;0;1;0;0;0
1.698 665 540 s;1;0;0;0;0;0
1.698 665 600 s;0;0;0;0;0;0
1.698 711 040 s;0;0;0;0;1;0
1.698 711 770 s;0;0;1;0;1;0
1.698 713 930 s;0;0;1;0;0;0
1.698 714 650 s;0;0;0;0;0;0
1.698 797 300 s;0;0;0;0;1;0
1.698 798 030 s;0;0;1;0;1;0
1.698 800 200 s;0;0;1;0;0;0
1.698 800 910 s;0;0;0;0;0;0
1.698 883 570 s;0;0;0;0;1;0
1.698 884 300 s;0;0;1;0;1;0
1.698 886 460 s;0;0;1;0;0;0
1.698 887 180 s;0;0;0;0;0;0
1.698 936 990 s;0;0;0;0;1;0
1.698 937 720 s;0;0;1;0;1;0
1.698 937 780 s;1;0;1;0;1;0
1.698 941 950 s;1;0;1;0;0;0
1.698 942 670 s;1;0;0;0;0;0
1.698 942 730 s;0;0;0;0;0;0
1.698 969 840 s;0;0;0;0;1;0
1.698 970 570 s;0;0;1;0;1;0
1.698 972 730 s;0;0;1;0;0;0
1.698 973 450 s;0;0;0;0;0;0
1.699 056 110 s;0;0;0;0;1;0
1.699 056 840 s;0;0;1;0;1;0
1.699 058 990 s;0;0;1;0;0;0
1.699 059 710 s;0;0;0;0;0;0
1.699 142 370 s;0;0;0;0;1;0
1.699 143 100 s;0;0;1;0;1;0
1.699 145 270 s;0;0;1;0;0;0
1.699 145 980 s;0;0;0;0;0;0
1.699 214 130 s;0;0;0;0;1;0
1.699 214 860 s;0;0;1;0;1;0
1.699 214 910 s;1;0;1;0;1;0
1.699 221 460 s;1;0;1;0;0;0
1.699 222 180 s;1;0;0;0;0;0
1.699 222 230 s;0;0;0;0;0;0
1.699 228 640 s;0;0;0;0;1;0
1.699 229 370 s;0;0;1;0;1;0
1.699 231 530 s;0;0;1;0;0;0
1.699 232 240 s;0;0;0;0;0;0
1.699 314 900 s;0;0;0;0;1;0
1.699 315 630 s;0;0;1;0;1;0
1.699 317 800 s;0;0;1;0;0;0
1.699 318 510 s;0;0;0;0;0;0
1.699 401 170 s;0;0;0;0;1;0
1.699 401 900 s;0;0;1;0;1;0
1.699 404 060 s;0;0;1;0;0;0
1.699 404 770 s;0;0;0;0;0;0
1.699 487 440 s;0;0;0;0;1;0
1.699 488 160 s;0;0;1;0;1;0
1.699 492 020 s;1;0;1;0;1;0
1.699 498 550 s;1;0;1;0;0;0
1.699 499 270 s;1;0;0;0;0;0
1.699 499 330 s;0;0;0;0;0;0
1.699 573 700 s;0;0;0;0;1;0
1.699 574 430 s;0;0;1;0;1;0
1.699 576 590 s;0;0;1;0;0;0
1.699 577 310 s;0;0;0;0;0;0
1.699 620 630 s;0;0;0;0;1;0
1.699 621 360 s;0;0;1;0;1;0
1.699 621 400 s;0;1;1;0;1;0
1.699 623 600 s;0;1;1;0;0;0
1.699 624 310 s;0;1;0;0;0;0
1.699 624 340 s;0;0;0;0;0;0
1.699 625 830 s;0;0;0;0;1;0
1.699 626 560 s;0;0;1;0;1;0
1.699 626 590 s;0;1;1;0;1;0
1.699 629 440 s;0;1;1;0;0;0
1.699 630 150 s;0;1;0;0;0;0
1.699 630 190 s;0;0;0;0;0;0
1.699 659 970 s;0;0;0;0;1;0
1.699 660 700 s;0;0;1;0;1;0
1.699 662 860 s;0;0;1;0;0;0
1.699 663 580 s;0;0;0;0;0;0
1.699 687 340 s;0;0;0;0;1;0
1.699 688 060 s;0;0;1;0;1;0
1.699 688 100 s;0;1;1;0;1;0
1.699 693 410 s;0;1;1;0;0;0
1.699 694 130 s;0;1;0;0;0;0
1.699 694 160 s;0;0;0;0;0;0
1.699 695 630 s;0;0;0;0;1;0
1.699 696 360 s;0;0;1;0;1;0
1.699 696 390 s;0;1;1;0;1;0
1.699 710 750 s;0;1;1;0;0;0
1.699 711 470 s;0;1;0;0;0;0
1.699 711 500 s;0;0;0;0;0;0
1.699 712 970 s;0;0;0;0;1;0
1.699 713 700 s;0;0;1;0;1;0
1.699 713 730 s;0;1;1;0;1;0
1.699 715 310 s;0;1;1;0;0;0
1.699 716 020 s;0;1;0;0;0;0
1.699 716 050 s;0;0;0;0;0;0
1.699 717 510 s;0;0;0;0;1;0
1.699 718 270 s;0;1;0;0;1;0
1.699 718 300 s;1;1;0;0;1;0
1.699 746 000 s;1;1;0;0;1;1
1.699 746 220 s;1;1;0;0;0;1
1.699 746 930 s;1;1;1;0;0;1
1.699 746 970 s;1;0;1;0;0;1
1.699 747 000 s;0;0;1;0;0;1
1.699 748 900 s;0;0;1;0;0;0
1.699 749 090 s;0;0;1;0;1;0
1.699 749 810 s;0;0;0;0;1;0
1.699 749 840 s;0;1;0;0;1;0
1.699 749 860 s;1;1;0;0;1;0
1.699 768 170 s;1;1;0;0;1;1
1.699 768 380 s;1;1;0;0;0;1
1.699 769 100 s;1;1;1;0;0;1
1.699 769 140 s;1;0;1;0;0;1
1.699 773 480 s;1;0;1;0;0;0
1.699 773 670 s;1;0;1;0;1;0
1.699 774 400 s;1;0;0;0;1;0
1.699 774 420 s;1;1;0;0;1;0
1.699 808 050 s;1;1;0;0;1;1
1.699 808 260 s;1;1;0;0;0;1
1.699 808 980 s;1;1;1;0;0;1
1.699 810 100 s;1;1;1;1;0;1
1.699 810 800 s;1;1;1;1;0;0
1.699 810 990 s;1;1;1;1;1;0
1.699 811 720 s;1;1;0;1;1;0
1.699 832 270 s;1;1;0;1;1;1
1.699 832 480 s;1;1;0;1;0;1
1.699 833 200 s;1;1;1;1;0;1
1.699 833 240 s;1;0;1;1;0;1
1.699 833 260 s;0;0;1;1;0;1
1.699 835 160 s;0;0;1;1;0;0
1.699 835 360 s;0;0;1;1;1;0
1.699 836 080 s;0;0;0;1;1;0
1.699 836 100 s;0;1;0;1;1;0
1.699 836 130 s;1;1;0;1;1;0
1.699 918 540 s;1;1;0;1;1;1
1.699 918 750 s;1;1;0;1;0;1
1.699 919 470 s;1;1;1;1;0;1
1.699 919 510 s;1;0;1;1;0;1
1.699 919 530 s;0;0;1;1;0;1
1.699 921 430 s;0;0;1;1;0;0
1.699 921 620 s;0;0;1;1;1;0
1.699 922 350 s;0;0;0;1;1;0
1.699 922 370 s;0;1;0;1;1;0
1.699 922 390 s;1;1;0;1;1;0
1.699 993 400 s;1;1;0;1;0;0
1.699 994 150 s;1;0;0;1;0;0
1.699 994 170 s;0;0;0;1;0;0
1.700 005 040 s;0;0;0;1;1;0
1.700 005 770 s;0;0;1;1;1;0
1.700 007 930 s;0;0;1;1;0;0
1.700 008 640 s;0;0;0;1;0;0
1.700 045 540 s;0;0;0;1;1;0
1.700 046 270 s;0;0;1;1;1;0
1.700 046 330 s;1;0;1;1;1;0
1.700 050 510 s;1;0;1;1;0;0
1.700 051 220 s;1;0;0;1;0;0
1.700 051 270 s;0;0;0;1;0;0
1.700 091 300 s;0;0;0;1;1;0
1.700 092 030 s;0;0;1;1;1;0
1.700 094 200 s;0;0;1;1;0;0
1.700 094 910 s;0;0;0;1;0;0
1.700 177 570 s;0;0;0;1;1;0
1.700 178 300 s;0;0;1;1;1;0
1.700 180 460 s;0;0;1;1;0;0
1.700 181 170 s;0;0;0;1;0;0
1.700 263 840 s;0;0;0;1;1;0
1.700 264 570 s;0;0;1;1;1;0
1.700 266 730 s;0;0;1;1;0;0
1.700 267 440 s;0;0;0;1;0;0
1.700 322 680 s;0;0;0;1;1;0
1.700 323 410 s;0;0;1;1;1;0
1.700 323 470 s;1;0;1;1;1;0
1.700 327 650 s;1;0;1;1;0;0
1.700 328 370 s;1;0;0;1;0;0
1.700 328 430 s;0;0;0;1;0;0
1.700 350 100 s;0;0;0;1;1;0
1.700 350 830 s;0;0;1;1;1;0
1.700 353 000 s;0;0;1;1;0;0
1.700 353 710 s;0;0;0;1;0;0
1.700 436 370 s;0;0;0;1;1;0
1.700 437 100 s;0;0;1;1;1;0
1.700 439 260 s;0;0;1;1;0;0
1.700 439 970 s;0;0;0;1;0;0
1.700 522 630 s;0;0;0;1;1;0
1.700 523 360 s;0;0;1;1;1;0
1.700 525 530 s;0;0;1;1;0;0
1.700 526 240 s;0;0;0;1;0;0
1.700 599 820 s;0;0;0;1;1;0
1.700 600 550 s;0;0;1;1;1;0
1.700 600 600 s;1;0;1;1;1;0
1.700 604 780 s;1;0;1;1;0;0
1.700 605 490 s;1;0;0;1;0;0
1.700 605 550 s;0;0;0;1;0;0
1.700 607 040 s;0;0;0;1;1;0
1.700 607 770 s;0;0;1;1;1;0
1.700 609 930 s;0;0;1;1;0;0
1.700 610 650 s;0;0;0;1;0;0
1.700 695 170 s;0;0;0;1;1;0
