Times;CH3 CH 3;CH4 CH 4;CH5 CH 5;CH6 CH 6;CH7 CH 7;CH8 CH 8
179.935 989 ms;1;1;1;0;0;1
179.937 109 ms;1;1;1;1;0;1
179.937 809 ms;1;1;1;1;0;0
179.938 009 ms;1;1;1;1;1;0
179.938 729 ms;1;1;0;1;1;0
179.940 119 ms;1;1;0;1;1;1
179.940 329 ms;1;1;0;1;0;1
179.941 049 ms;1;1;1;1;0;1
179.941 089 ms;1;0;1;1;0;1
179.941 109 ms;0;0;1;1;0;1
179.943 009 ms;0;0;1;1;0;0
179.943 859 ms;0;0;1;1;0;1
179.944 849 ms;1;0;1;1;0;1
179.949 169 ms;1;0;1;1;0;0
179.949 359 ms;1;0;1;1;1;0
179.950 079 ms;1;0;0;1;1;0
179.950 109 ms;1;1;0;1;1;0
180.086 769 ms;1;1;0;1;1;1
180.086 979 ms;1;1;0;1;0;1
180.087 699 ms;1;1;1;1;0;1
180.087 739 ms;1;0;1;1;0;1
180.087 759 ms;0;0;1;1;0;1
180.089 659 ms;0;0;1;1;0;0
180.089 859 ms;0;0;1;1;1;0
180.090 579 ms;0;0;0;1;1;0
180.090 609 ms;0;1;0;1;1;0
180.090 629 ms;1;1;0;1;1;0
180.118 429 ms;1;1;0;1;0;0
180.119 169 ms;1;0;0;1;0;0
180.119 199 ms;0;0;0;1;0;0
180.164 499 ms;0;0;0;1;1;0
180.165 229 ms;0;0;1;1;1;0
180.165 259 ms;0;1;1;1;1;0
180.166 839 ms;0;1;1;1;0;0
180.167 549 ms;0;1;0;1;0;0
180.167 579 ms;0;0;0;1;0;0
180.173 269 ms;0;0;0;1;1;0
180.173 999 ms;0;0;1;1;1;0
180.176 169 ms;0;0;1;1;0;0
180.176 879 ms;0;0;0;1;0;0
180.207 779 ms;0;0;0;1;1;0
180.208 499 ms;0;0;1;1;1;0
180.210 669 ms;0;0;1;1;0;0
180.211 389 ms;0;0;0;1;0;0
180.221 229 ms;0;0;0;1;1;0
180.221 959 ms;0;0;1;1;1;0
180.222 019 ms;1;0;1;1;1;0
180.226 199 ms;1;0;1;1;0;0
180.226 909 ms;1;0;0;1;0;0
180.226 969 ms;0;0;0;1;0;0
180.354 429 ms;0;0;0;1;1;0
180.355 159 ms;0;0;1;1;1;0
180.357 319 ms;0;0;1;1;0;0
180.358 039 ms;0;0;0;1;0;0
180.440 699 ms;0;0;0;1;1;0
180.441 429 ms;0;0;1;1;1;0
180.443 589 ms;0;0;1;1;0;0
180.444 299 ms;0;0;0;1;0;0
180.498 369 ms;0;0;0;1;1;0
180.499 099 ms;0;0;1;1;1;0
180.499 159 ms;1;0;1;1;1;0
180.503 339 ms;1;0;1;1;0;0
180.504 059 ms;1;0;0;1;0;0
180.504 119 ms;0;0;0;1;0;0
180.526 959 ms;0;0;0;1;1;0
180.527 689 ms;0;0;1;1;1;0
180.529 859 ms;0;0;1;1;0;0
180.530 569 ms;0;0;0;1;0;0
180.613 229 ms;0;0;0;1;1;0
180.613 959 ms;0;0;1;1;1;0
180.616 119 ms;0;0;1;1;0;0
180.616 829 ms;0;0;0;1;0;0
180.699 499 ms;0;0;0;1;1;0
180.700 219 ms;0;0;1;1;1;0
180.702 389 ms;0;0;1;1;0;0
180.703 099 ms;0;0;0;1;0;0
180.775 509 ms;0;0;0;1;1;0
180.776 239 ms;0;0;1;1;1;0
180.776 299 ms;1;0;1;1;1;0
180.780 469 ms;1;0;1;1;0;0
180.781 189 ms;1;0;0;1;0;0
180.781 239 ms;0;0;0;1;0;0
180.785 759 ms;0;0;0;1;1;0
180.786 489 ms;0;0;1;1;1;0
180.788 649 ms;0;0;1;1;0;0
180.789 369 ms;0;0;0;1;0;0
180.863 399 ms;0;0;0;1;1;0
180.864 129 ms;0;0;1;1;1;0
180.866 299 ms;0;0;1;1;0;0
180.867 009 ms;0;0;0;1;0;0
180.958 289 ms;0;0;0;1;1;0
180.959 019 ms;0;0;1;1;1;0
180.961 189 ms;0;0;1;1;0;0
180.961 899 ms;0;0;0;1;0;0
181.044 979 ms;0;0;0;1;1;0
181.045 709 ms;0;0;1;1;1;0
181.045 739 ms;0;1;1;1;1;0
181.045 759 ms;1;1;1;1;1;0
181.046 269 ms;1;1;1;0;1;0
181.047 749 ms;1;1;1;0;0;0
181.048 459 ms;1;1;0;0;0;0
181.048 499 ms;1;0;0;0;0;0
181.048 519 ms;0;0;0;0;0;0
181.049 589 ms;0;0;0;0;1;0
181.050 309 ms;0;0;1;0;1;0
181.052 409 ms;0;0;1;0;1;1
181.052 629 ms;0;0;1;0;0;1
181.053 399 ms;1;0;1;0;0;1
181.057 389 ms;1;0;1;0;0;0
181.057 589 ms;1;0;1;0;1;0
181.058 359 ms;0;0;1;0;1;0
181.059 719 ms;0;0;1;0;0;0
181.060 429 ms;0;0;0;0;0;0
181.139 909 ms;0;0;0;0;1;0
181.140 639 ms;0;0;1;0;1;0
181.142 799 ms;0;0;1;0;0;0
181.143 519 ms;0;0;0;0;0;0
181.226 179 ms;0;0;0;0;1;0
181.226 899 ms;0;0;1;0;1;0
181.229 069 ms;0;0;1;0;0;0
181.229 789 ms;0;0;0;0;0;0
181.312 439 ms;0;0;0;0;1;0
181.313 169 ms;0;0;1;0;1;0
181.315 329 ms;0;0;1;0;0;0
181.316 049 ms;0;0;0;0;0;0
181.329 779 ms;0;0;0;0;1;0
181.330 509 ms;0;0;1;0;1;0
181.330 569 ms;1;0;1;0;1;0
181.334 739 ms;1;0;1;0;0;0
181.335 459 ms;1;0;0;0;0;0
181.335 519 ms;0;0;0;0;0;0
181.398 709 ms;0;0;0;0;1;0
181.399 439 ms;0;0;1;0;1;0
181.401 609 ms;0;0;1;0;0;0
181.402 319 ms;0;0;0;0;0;0
181.484 979 ms;0;0;0;0;1;0
181.485 699 ms;0;0;1;0;1;0
181.487 869 ms;0;0;1;0;0;0
181.488 579 ms;0;0;0;0;0;0
181.571 249 ms;0;0;0;0;1;0
181.571 969 ms;0;0;1;0;1;0
181.574 139 ms;0;0;1;0;0;0
181.574 849 ms;0;0;0;0;0;0
181.606 919 ms;0;0;0;0;1;0
181.607 649 ms;0;0;1;0;1;0
181.607 709 ms;1;0;1;0;1;0
181.611 899 ms;1;0;1;0;0;0
181.612 609 ms;1;0;0;0;0;0
181.612 669 ms;0;0;0;0;0;0
181.646 269 ms;0;0;0;0;1;0
181.646 999 ms;0;0;1;0;1;0
181.647 029 ms;0;1;1;0;1;0
181.649 229 ms;0;1;1;0;0;0
181.649 939 ms;0;1;0;0;0;0
181.649 979 ms;0;0;0;0;0;0
181.657 509 ms;0;0;0;0;1;0
181.658 239 ms;0;0;1;0;1;0
181.660 399 ms;0;0;1;0;0;0
181.661 109 ms;0;0;0;0;0;0
181.716 679 ms;0;0;0;0;1;0
181.717 409 ms;0;0;1;0;1;0
181.717 439 ms;0;1;1;0;1;0
181.719 019 ms;0;1;1;0;0;0
181.719 729 ms;0;1;0;0;0;0
181.719 759 ms;0;0;0;0;0;0
181.743 779 ms;0;0;0;0;1;0
181.744 509 ms;0;0;1;0;1;0
181.746 669 ms;0;0;1;0;0;0
181.747 379 ms;0;0;0;0;0;0
181.830 039 ms;0;0;0;0;1;0
181.830 769 ms;0;0;1;0;1;0
181.832 929 ms;0;0;1;0;0;0
181.833 649 ms;0;0;0;0;0;0
181.884 059 ms;0;0;0;0;1;0
181.884 789 ms;0;0;1;0;1;0
181.884 839 ms;1;0;1;0;1;0
181.889 019 ms;1;0;1;0;0;0
181.889 739 ms;1;0;0;0;0;0
181.889 789 ms;0;0;0;0;0;0
181.916 309 ms;0;0;0;0;1;0
181.917 039 ms;0;0;1;0;1;0
181.919 199 ms;0;0;1;0;0;0
181.919 919 ms;0;0;0;0;0;0
182.002 569 ms;0;0;0;0;1;0
182.003 299 ms;0;0;1;0;1;0
182.005 469 ms;0;0;1;0;0;0
182.006 179 ms;0;0;0;0;0;0
182.088 839 ms;0;0;0;0;1;0
182.089 569 ms;0;0;1;0;1;0
182.091 729 ms;0;0;1;0;0;0
182.092 449 ms;0;0;0;0;0;0
182.161 199 ms;0;0;0;0;1;0
182.161 919 ms;0;0;1;0;1;0
182.161 989 ms;1;0;1;0;1;0
182.166 169 ms;1;0;1;0;0;0
182.166 879 ms;1;0;0;0;0;0
182.166 939 ms;0;0;0;0;0;0
182.175 109 ms;0;0;0;0;1;0
182.175 839 ms;0;0;1;0;1;0
182.177 999 ms;0;0;1;0;0;0
182.178 719 ms;0;0;0;0;0;0
182.261 379 ms;0;0;0;0;1;0
182.262 109 ms;0;0;1;0;1;0
182.264 259 ms;0;0;1;0;0;0
182.264 979 ms;0;0;0;0;0;0
182.347 639 ms;0;0;0;0;1;0
182.348 369 ms;0;0;1;0;1;0
182.350 539 ms;0;0;1;0;0;0
182.351 249 ms;0;0;0;0;0;0
182.433 909 ms;0;0;0;0;1;0
182.434 639 ms;0;0;1;0;1;0
182.436 799 ms;0;0;1;0;0;0
182.438 309 ms;0;0;1;0;1;0
182.439 089 ms;1;0;1;0;1;0
182.443 269 ms;1;0;1;0;0;0
182.443 979 ms;1;0;0;0;0;0
182.444 039 ms;0;0;0;0;0;0
182.520 169 ms;0;0;0;0;1;0
182.520 899 ms;0;0;1;0;1;0
182.523 069 ms;0;0;1;0;0;0
182.523 779 ms;0;0;0;0;0;0
182.529 169 ms;0;0;0;0;1;0
182.529 899 ms;0;0;1;0;1;0
182.529 929 ms;0;1;1;0;1;0
182.529 959 ms;1;1;1;0;1;0
182.531 949 ms;1;1;1;0;0;0
182.532 659 ms;1;1;0;0;0;0
182.532 689 ms;1;0;0;0;0;0
182.532 709 ms;0;0;0;0;0;0
182.606 439 ms;0;0;0;0;1;0
182.607 169 ms;0;0;1;0;1;0
182.609 329 ms;0;0;1;0;0;0
182.610 039 ms;0;0;0;0;0;0
182.692 709 ms;0;0;0;0;1;0
182.693 439 ms;0;0;1;0;1;0
182.695 599 ms;0;0;1;0;0;0
182.696 309 ms;0;0;0;0;0;0
182.715 469 ms;0;0;0;0;1;0
182.716 199 ms;0;0;1;0;1;0
182.716 259 ms;1;0;1;0;1;0
182.720 449 ms;1;0;1;0;0;0
182.721 159 ms;1;0;0;0;0;0
182.721 219 ms;0;0;0;0;0;0
182.778 969 ms;0;0;0;0;1;0
182.779 699 ms;0;0;1;0;1;0
182.781 869 ms;0;0;1;0;0;0
182.782 579 ms;0;0;0;0;0;0
182.865 239 ms;0;0;0;0;1;0
182.865 969 ms;0;0;1;0;1;0
182.868 129 ms;0;0;1;0;0;0
182.868 839 ms;0;0;0;0;0;0
182.951 499 ms;0;0;0;0;1;0
182.952 229 ms;0;0;1;0;1;0
182.954 399 ms;0;0;1;0;0;0
182.955 109 ms;0;0;0;0;0;0
182.992 609 ms;0;0;0;0;1;0
182.993 339 ms;0;0;1;0;1;0
182.993 399 ms;1;0;1;0;1;0
182.997 569 ms;1;0;1;0;0;0
182.998 289 ms;1;0;0;0;0;0
182.998 349 ms;0;0;0;0;0;0
183.037 769 ms;0;0;0;0;1;0
183.038 499 ms;0;0;1;0;1;0
183.040 659 ms;0;0;1;0;0;0
183.041 379 ms;0;0;0;0;0;0
183.124 039 ms;0;0;0;0;1;0
183.124 769 ms;0;0;1;0;1;0
183.126 929 ms;0;0;1;0;0;0
183.127 649 ms;0;0;0;0;0;0
183.175 799 ms;0;0;0;0;1;0
183.176 529 ms;0;0;1;0;1;0
183.178 689 ms;0;0;1;0;0;0
183.179 409 ms;0;0;0;0;0;0
183.221 939 ms;0;0;0;0;1;0
183.222 669 ms;0;0;1;0;1;0
183.222 699 ms;0;1;1;0;1;0
183.224 909 ms;0;1;1;0;0;0
183.225 619 ms;0;1;0;0;0;0
183.225 659 ms;0;0;0;0;0;0
183.269 749 ms;0;0;0;0;1;0
183.270 479 ms;0;0;1;0;1;0
183.270 529 ms;1;0;1;0;1;0
183.274 729 ms;1;0;1;0;0;0
183.275 439 ms;1;0;0;0;0;0
183.275 499 ms;0;0;0;0;0;0
183.292 359 ms;0;0;0;0;1;0
183.293 079 ms;0;0;1;0;1;0
183.293 119 ms;0;1;1;0;1;0
183.294 689 ms;0;1;1;0;0;0
183.295 399 ms;0;1;0;0;0;0
183.295 439 ms;0;0;0;0;0;0
183.296 929 ms;0;0;0;0;1;0
183.297 659 ms;0;0;1;0;1;0
183.299 589 ms;0;0;1;0;0;0
183.300 299 ms;0;0;0;0;0;0
183.546 879 ms;0;0;0;0;1;0
183.547 609 ms;0;0;1;0;1;0
183.547 669 ms;1;0;1;0;1;0
183.551 849 ms;1;0;1;0;0;0
183.552 559 ms;1;0;0;0;0;0
183.552 619 ms;0;0;0;0;0;0
183.824 019 ms;0;0;0;0;1;0
183.824 749 ms;0;0;1;0;1;0
183.824 809 ms;1;0;1;0;1;0
183.828 999 ms;1;0;1;0;0;0
183.829 719 ms;1;0;0;0;0;0
183.829 779 ms;0;0;0;0;0;0
184.069 359 ms;0;0;0;0;1;0
184.070 079 ms;0;0;1;0;1;0
184.070 109 ms;0;1;1;0;1;0
184.070 139 ms;1;1;1;0;1;0
184.072 129 ms;1;1;1;0;0;0
184.072 839 ms;1;1;0;0;0;0
184.072 879 ms;1;0;0;0;0;0
184.072 899 ms;0;0;0;0;0;0
184.101 159 ms;0;0;0;0;1;0
184.101 889 ms;0;0;1;0;1;0
184.101 949 ms;1;0;1;0;1;0
184.106 119 ms;1;0;1;0;0;0
184.106 839 ms;1;0;0;0;0;0
184.106 899 ms;0;0;0;0;0;0
184.378 299 ms;0;0;0;0;1;0
184.379 029 ms;0;0;1;0;1;0
184.379 079 ms;1;0;1;0;1;0
184.385 629 ms;1;0;1;0;0;0
184.386 339 ms;1;0;0;0;0;0
184.386 399 ms;0;0;0;0;0;0
184.399 209 ms;0;0;0;0;1;0
184.399 939 ms;0;0;1;0;1;0
184.399 969 ms;0;1;1;0;1;0
184.402 169 ms;0;1;1;0;0;0
184.402 879 ms;0;1;0;0;0;0
184.402 919 ms;0;0;0;0;0;0
184.469 619 ms;0;0;0;0;1;0
184.470 349 ms;0;0;1;0;1;0
184.470 379 ms;0;1;1;0;1;0
184.471 959 ms;0;1;1;0;0;0
184.472 669 ms;0;1;0;0;0;0
184.472 709 ms;0;0;0;0;0;0
184.655 439 ms;0;0;0;0;1;0
184.656 169 ms;0;0;1;0;1;0
184.656 229 ms;1;0;1;0;1;0
184.662 759 ms;1;0;1;0;0;0
184.663 469 ms;1;0;0;0;0;0
184.663 529 ms;0;0;0;0;0;0
184.752 259 ms;0;0;0;0;1;0
184.752 989 ms;0;0;1;0;1;0
184.753 019 ms;0;1;1;0;1;0
184.755 859 ms;0;1;1;0;0;0
184.756 579 ms;0;1;0;0;0;0
184.756 609 ms;0;0;0;0;0;0
184.813 919 ms;0;0;0;0;1;0
184.814 649 ms;0;0;1;0;1;0
184.814 679 ms;0;1;1;0;1;0
184.819 989 ms;0;1;1;0;0;0
184.820 709 ms;0;1;0;0;0;0
184.820 739 ms;0;0;0;0;0;0
184.822 209 ms;0;0;0;0;1;0
184.822 939 ms;0;0;1;0;1;0
184.822 969 ms;0;1;1;0;1;0
184.836 619 ms;0;1;1;0;0;0
184.837 329 ms;0;1;0;0;0;0
184.837 369 ms;0;0;0;0;0;0
184.838 839 ms;0;0;0;0;1;0
184.839 599 ms;0;1;0;0;1;0
184.839 619 ms;1;1;0;0;1;0
184.932 339 ms;1;1;0;0;1;1
184.932 549 ms;1;1;0;0;0;1
184.933 269 ms;1;1;1;0;0;1
184.933 319 ms;1;0;1;0;0;1
184.937 649 ms;1;0;1;0;0;0
184.937 839 ms;1;0;1;0;1;0
184.938 569 ms;1;0;0;0;1;0
184.938 589 ms;1;1;0;0;1;0
185.209 479 ms;1;1;0;0;1;1
185.209 689 ms;1;1;0;0;0;1
185.210 409 ms;1;1;1;0;0;1
185.210 449 ms;1;0;1;0;0;1
185.214 439 ms;1;0;1;0;0;0
185.214 639 ms;1;0;1;0;1;0
185.215 359 ms;1;0;0;0;1;0
185.215 389 ms;1;1;0;0;1;0
185.232 269 ms;1;1;0;0;1;1
185.232 469 ms;1;1;0;0;0;1
185.233 199 ms;1;1;1;0;0;1
185.233 229 ms;1;0;1;0;0;1
185.233 249 ms;0;0;1;0;0;1
185.235 159 ms;0;0;1;0;0;0
185.235 349 ms;0;0;1;0;1;0
185.236 069 ms;0;0;0;0;1;0
185.236 089 ms;0;1;0;0;1;0
185.236 119 ms;1;1;0;0;1;0
185.254 929 ms;1;1;0;0;1;1
185.255 139 ms;1;1;0;0;0;1
185.255 859 ms;1;1;1;0;0;1
185.255 899 ms;1;0;1;0;0;1
185.255 919 ms;0;0;1;0;0;1
185.257 819 ms;0;0;1;0;0;0
185.258 019 ms;0;0;1;0;1;0
185.258 739 ms;0;0;0;0;1;0
185.258 759 ms;0;1;0;0;1;0
185.258 789 ms;1;1;0;0;1;0
185.291 509 ms;1;1;0;0;1;1
185.291 719 ms;1;1;0;0;0;1
185.292 439 ms;1;1;1;0;0;1
185.292 469 ms;1;0;1;0;0;1
185.292 499 ms;0;0;1;0;0;1
185.294 399 ms;0;0;1;0;0;0
185.294 599 ms;0;0;1;0;1;0
185.295 309 ms;0;0;0;0;1;0
185.295 339 ms;0;1;0;0;1;0
185.295 359 ms;1;1;0;0;1;0
185.347 309 ms;1;1;0;0;1;1
185.347 519 ms;1;1;0;0;0;1
185.348 239 ms;1;1;1;0;0;1
185.348 279 ms;1;0;1;0;0;1
185.348 299 ms;0;0;1;0;0;1
185.350 199 ms;0;0;1;0;0;0
185.350 399 ms;0;0;1;0;1;0
185.351 119 ms;0;0;0;0;1;0
185.351 139 ms;0;1;0;0;1;0
185.351 159 ms;1;1;0;0;1;0
185.356 399 ms;1;1;0;0;0;0
185.357 139 ms;1;0;0;0;0;0
185.357 169 ms;0;0;0;0;0;0
185.486 849 ms;0;0;0;0;1;0
185.487 579 ms;0;0;1;0;1;0
185.487 639 ms;1;0;1;0;1;0
185.491 829 ms;1;0;1;0;0;0
185.492 549 ms;1;0;0;0;0;0
185.492 599 ms;0;0;0;0;0;0
185.550 009 ms;0;0;0;0;1;0
185.550 739 ms;0;0;1;0;1;0
185.550 769 ms;0;1;1;0;1;0
185.550 789 ms;1;1;1;0;1;0
185.552 139 ms;1;1;1;0;0;0
185.552 859 ms;1;1;0;0;0;0
185.552 889 ms;1;0;0;0;0;0
185.552 909 ms;0;0;0;0;0;0
185.574 349 ms;0;0;0;0;1;0
185.575 069 ms;0;0;1;0;1;0
185.577 239 ms;0;0;1;0;0;0
185.577 949 ms;0;0;0;0;0;0
185.660 619 ms;0;0;0;0;1;0
185.661 339 ms;0;0;1;0;1;0
185.663 499 ms;0;0;1;0;0;0
185.664 219 ms;0;0;0;0;0;0
185.746 879 ms;0;0;0;0;1;0
185.747 609 ms;0;0;1;0;1;0
185.749 779 ms;0;0;1;0;0;0
185.750 489 ms;0;0;0;0;0;0
185.763 989 ms;0;0;0;0;1;0
185.764 719 ms;0;0;1;0;1;0
185.764 779 ms;1;0;1;0;1;0
185.768 949 ms;1;0;1;0;0;0
185.769 669 ms;1;0;0;0;0;0
185.769 719 ms;0;0;0;0;0;0
185.833 149 ms;0;0;0;0;1;0
185.833 879 ms;0;0;1;0;1;0
185.836 039 ms;0;0;1;0;0;0
185.836 749 ms;0;0;0;0;0;0
185.910 779 ms;0;0;0;0;1;0
185.911 509 ms;0;0;1;0;1;0
185.913 679 ms;0;0;1;0;0;0
185.914 389 ms;0;0;0;0;0;0
186.005 679 ms;0;0;0;0;1;0
186.006 819 ms;0;0;0;0;1;1
186.007 029 ms;0;0;0;0;0;1
186.007 749 ms;0;0;1;0;0;1
186.007 779 ms;0;1;1;0;0;1
186.009 779 ms;0;1;1;0;0;0
186.009 979 ms;0;1;1;0;1;0
186.010 729 ms;0;0;1;0;1;0
186.013 779 ms;0;0;1;0;0;0
186.014 499 ms;0;0;0;0;0;0
186.041 129 ms;0;0;0;0;1;0
186.041 859 ms;0;0;1;0;1;0
186.041 919 ms;1;0;1;0;1;0
186.046 109 ms;1;0;1;0;0;0
186.046 819 ms;1;0;0;0;0;0
186.046 879 ms;0;0;0;0;0;0
186.093 969 ms;0;0;0;0;1;0
186.094 699 ms;0;0;1;0;1;0
186.096 869 ms;0;0;1;0;0;0
186.097 579 ms;0;0;0;0;0;0
186.104 069 ms;0;0;0;0;1;0
186.104 799 ms;0;0;1;0;1;0
186.104 829 ms;0;1;1;0;1;0
186.106 389 ms;0;1;1;0;0;0
186.107 099 ms;0;1;0;0;0;0
186.107 139 ms;0;0;0;0;0;0
186.180 239 ms;0;0;0;0;1;0
186.180 969 ms;0;0;1;0;1;0
186.183 129 ms;0;0;1;0;0;0
186.183 839 ms;0;0;0;0;0;0
186.266 509 ms;0;0;0;0;1;0
186.267 229 ms;0;0;1;0;1;0
186.269 399 ms;0;0;1;0;0;0
186.270 109 ms;0;0;0;0;0;0
186.318 259 ms;0;0;0;0;1;0
186.318 989 ms;0;0;1;0;1;0
186.319 059 ms;1;0;1;0;1;0
186.323 229 ms;1;0;1;0;0;0
186.323 939 ms;1;0;0;0;0;0
186.323 999 ms;0;0;0;0;0;0
186.352 769 ms;0;0;0;0;1;0
186.353 499 ms;0;0;1;0;1;0
186.355 659 ms;0;0;1;0;0;0
186.356 379 ms;0;0;0;0;0;0
186.430 409 ms;0;0;0;0;1;0
186.431 139 ms;0;0;1;0;1;0
186.433 299 ms;0;0;1;0;0;0
186.434 019 ms;0;0;0;0;0;0
186.525 299 ms;0;0;0;0;1;0
186.526 029 ms;0;0;1;0;1;0
186.528 199 ms;0;0;1;0;0;0
186.528 909 ms;0;0;0;0;0;0
186.595 409 ms;0;0;0;0;1;0
186.596 129 ms;0;0;1;0;1;0
186.596 189 ms;1;0;1;0;1;0
186.600 379 ms;1;0;1;0;0;0
186.601 099 ms;1;0;0;0;0;0
186.601 149 ms;0;0;0;0;0;0
186.611 569 ms;0;0;0;0;1;0
186.612 299 ms;0;0;1;0;1;0
186.614 469 ms;0;0;1;0;0;0
186.615 179 ms;0;0;0;0;0;0
186.689 209 ms;0;0;0;0;1;0
186.689 939 ms;0;0;1;0;1;0
186.692 099 ms;0;0;1;0;0;0
186.692 819 ms;0;0;0;0;0;0
186.784 109 ms;0;0;0;0;1;0
186.784 839 ms;0;0;1;0;1;0
186.786 999 ms;0;0;1;0;0;0
186.787 709 ms;0;0;0;0;0;0
186.870 369 ms;0;0;0;0;1;0
186.871 099 ms;0;0;1;0;1;0
186.872 309 ms;0;0;1;0;1;1
186.872 519 ms;0;0;1;0;0;1
186.873 299 ms;1;0;1;0;0;1
186.877 269 ms;1;0;1;0;0;0
186.877 469 ms;1;0;1;0;1;0
186.878 249 ms;0;0;1;0;1;0
186.880 529 ms;0;0;1;0;0;0
186.881 239 ms;0;0;0;0;0;0
186.960 719 ms;0;0;0;0;1;0
186.961 449 ms;0;0;1;0;1;0
186.963 619 ms;0;0;1;0;0;0
186.964 329 ms;0;0;0;0;0;0
187.029 729 ms;0;0;0;0;1;0
187.030 459 ms;0;0;1;0;1;0
187.032 629 ms;0;0;1;0;0;0
187.033 339 ms;0;0;0;0;0;0
187.124 629 ms;0;0;0;0;1;0
187.125 359 ms;0;0;1;0;1;0
187.127 519 ms;0;0;1;0;0;0
187.128 239 ms;0;0;0;0;0;0
187.149 679 ms;0;0;0;0;1;0
187.150 409 ms;0;0;1;0;1;0
187.150 469 ms;1;0;1;0;1;0
187.154 659 ms;1;0;1;0;0;0
187.155 369 ms;1;0;0;0;0;0
187.155 429 ms;0;0;0;0;0;0
187.210 499 ms;0;0;0;0;1;0
187.211 229 ms;0;0;1;0;1;0
187.211 259 ms;0;1;1;0;1;0
187.213 609 ms;0;1;1;0;0;0
187.214 329 ms;0;1;0;0;0;0
187.214 359 ms;0;0;0;0;0;0
187.219 519 ms;0;0;0;0;1;0
187.220 249 ms;0;0;1;0;1;0
187.222 419 ms;0;0;1;0;0;0
187.223 129 ms;0;0;0;0;0;0
187.280 889 ms;0;0;0;0;1;0
187.281 619 ms;0;0;1;0;1;0
187.281 649 ms;0;1;1;0;1;0
187.283 229 ms;0;1;1;0;0;0
187.283 939 ms;0;1;0;0;0;0
187.283 979 ms;0;0;0;0;0;0
187.305 789 ms;0;0;0;0;1;0
187.306 519 ms;0;0;1;0;1;0
187.308 679 ms;0;0;1;0;0;0
187.309 389 ms;0;0;0;0;0;0
187.392 049 ms;0;0;0;0;1;0
187.392 779 ms;0;0;1;0;1;0
187.394 949 ms;0;0;1;0;0;0
187.395 659 ms;0;0;0;0;0;0
187.426 819 ms;0;0;0;0;1;0
187.427 549 ms;0;0;1;0;1;0
187.427 599 ms;1;0;1;0;1;0
187.431 779 ms;1;0;1;0;0;0
187.432 489 ms;1;0;0;0;0;0
187.432 549 ms;0;0;0;0;0;0
187.478 319 ms;0;0;0;0;1;0
187.479 049 ms;0;0;1;0;1;0
187.481 209 ms;0;0;1;0;0;0
187.481 919 ms;0;0;0;0;0;0
187.564 589 ms;0;0;0;0;1;0
187.565 319 ms;0;0;1;0;1;0
187.567 479 ms;0;0;1;0;0;0
187.568 189 ms;0;0;0;0;0;0
187.650 849 ms;0;0;0;0;1;0
187.651 579 ms;0;0;1;0;1;0
187.653 749 ms;0;0;1;0;0;0
187.654 459 ms;0;0;0;0;0;0
187.703 959 ms;0;0;0;0;1;0
187.704 689 ms;0;0;1;0;1;0
187.704 749 ms;1;0;1;0;1;0
187.708 929 ms;1;0;1;0;0;0
187.709 639 ms;1;0;0;0;0;0
187.709 709 ms;0;0;0;0;0;0
187.737 119 ms;0;0;0;0;1;0
187.737 849 ms;0;0;1;0;1;0
187.740 009 ms;0;0;1;0;0;0
187.740 719 ms;0;0;0;0;0;0
187.823 379 ms;0;0;0;0;1;0
187.824 109 ms;0;0;1;0;1;0
187.826 279 ms;0;0;1;0;0;0
187.826 989 ms;0;0;0;0;0;0
187.909 649 ms;0;0;0;0;1;0
187.910 379 ms;0;0;1;0;1;0
187.912 539 ms;0;0;1;0;0;0
187.913 259 ms;0;0;0;0;0;0
187.981 089 ms;0;0;0;0;1;0
187.981 819 ms;0;0;1;0;1;0
187.981 879 ms;1;0;1;0;1;0
187.986 059 ms;1;0;1;0;0;0
187.986 769 ms;1;0;0;0;0;0
187.986 829 ms;0;0;0;0;0;0
187.995 919 ms;0;0;0;0;1;0
187.996 649 ms;0;0;1;0;1;0
187.998 809 ms;0;0;1;0;0;0
187.999 529 ms;0;0;0;0;0;0
188.082 179 ms;0;0;0;0;1;0
188.082 909 ms;0;0;1;0;1;0
188.085 079 ms;0;0;1;0;0;0
188.085 789 ms;0;0;0;0;0;0
188.168 449 ms;0;0;0;0;1;0
188.169 179 ms;0;0;1;0;1;0
188.171 339 ms;0;0;1;0;0;0
188.172 059 ms;0;0;0;0;0;0
188.254 719 ms;0;0;0;0;1;0
188.255 449 ms;0;0;1;0;1;0
188.258 989 ms;1;0;1;0;1;0
188.263 179 ms;1;0;1;0;0;0
188.263 889 ms;1;0;0;0;0;0
188.263 949 ms;0;0;0;0;0;0
188.340 989 ms;0;0;0;0;1;0
188.341 709 ms;0;0;1;0;1;0
188.343 869 ms;0;0;1;0;0;0
188.344 589 ms;0;0;0;0;0;0
188.366 859 ms;0;0;0;0;1;0
188.367 589 ms;0;0;1;0;1;0
188.369 759 ms;0;0;1;0;0;0
188.370 469 ms;0;0;0;0;0;0
188.513 519 ms;0;0;0;0;1;0
188.514 249 ms;0;0;1;0;1;0
188.516 409 ms;0;0;1;0;0;0
188.517 119 ms;0;0;0;0;0;0
188.535 369 ms;0;0;0;0;1;0
188.536 099 ms;0;0;1;0;1;0
188.536 159 ms;1;0;1;0;1;0
188.540 329 ms;1;0;1;0;0;0
