Times;CH3 CH 3;CH4 CH 4;CH5 CH 5
363.784 588 ms;0;0;1
363.786 708 ms;0;0;0
363.879 478 ms;0;0;1
363.881 598 ms;0;0;0
363.957 118 ms;0;0;1
363.959 238 ms;0;0;0
363.968 068 ms;0;0;1
363.968 138 ms;1;0;1
363.972 258 ms;1;0;0
363.972 328 ms;0;0;0
364.052 008 ms;0;0;1
364.054 128 ms;0;0;0
364.129 648 ms;0;0;1
364.131 768 ms;0;0;0
364.224 548 ms;0;0;1
364.226 658 ms;0;0;0
364.245 208 ms;0;0;1
364.245 268 ms;1;0;1
364.249 418 ms;1;0;0
364.249 478 ms;0;0;0
364.258 548 ms;0;0;1
364.260 468 ms;0;0;0
364.310 808 ms;0;0;1
364.312 928 ms;0;0;0
364.388 448 ms;0;0;1
364.390 568 ms;0;0;0
364.466 088 ms;0;0;1
364.468 208 ms;0;0;0
364.522 348 ms;0;0;1
364.522 408 ms;1;0;1
364.526 538 ms;1;0;0
364.526 598 ms;0;0;0
364.569 608 ms;0;0;1
364.571 728 ms;0;0;0
364.647 248 ms;0;0;1
364.649 368 ms;0;0;0
364.742 138 ms;0;0;1
364.744 258 ms;0;0;0
364.799 488 ms;0;0;1
364.799 548 ms;1;0;1
364.803 688 ms;1;0;0
364.803 748 ms;0;0;0
364.828 408 ms;0;0;1
364.830 528 ms;0;0;0
364.832 048 ms;0;0;1
364.833 968 ms;0;0;0
364.914 678 ms;0;0;1
364.916 798 ms;0;0;0
365.000 938 ms;0;0;1
365.003 058 ms;0;0;0
365.066 568 ms;0;0;1
365.066 598 ms;0;1;1
365.068 758 ms;0;1;0
365.068 788 ms;0;0;0
365.076 618 ms;0;0;1
365.076 678 ms;1;0;1
365.080 818 ms;1;0;0
365.080 878 ms;0;0;0
365.087 208 ms;0;0;1
365.089 328 ms;0;0;0
365.136 998 ms;0;0;1
365.137 028 ms;0;1;1
365.138 558 ms;0;1;0
365.138 588 ms;0;0;0
365.173 468 ms;0;0;1
365.175 598 ms;0;0;0
365.259 738 ms;0;0;1
365.261 858 ms;0;0;0
365.345 998 ms;0;0;1
365.348 128 ms;0;0;0
365.353 758 ms;0;0;1
365.353 818 ms;1;0;1
365.357 958 ms;1;0;0
365.358 018 ms;0;0;0
365.403 618 ms;0;0;1
365.405 538 ms;0;0;0
365.432 268 ms;0;0;1
365.434 388 ms;0;0;0
365.518 538 ms;0;0;1
365.520 658 ms;0;0;0
365.604 798 ms;0;0;1
365.606 928 ms;0;0;0
365.630 898 ms;0;0;1
365.630 958 ms;1;0;1
365.635 088 ms;1;0;0
365.635 148 ms;0;0;0
365.691 068 ms;0;0;1
365.693 188 ms;0;0;0
365.777 328 ms;0;0;1
365.779 458 ms;0;0;0
365.854 968 ms;0;0;1
365.857 098 ms;0;0;0
365.889 478 ms;0;0;1
365.891 598 ms;0;0;0
365.908 028 ms;0;0;1
365.908 088 ms;1;0;1
365.912 238 ms;1;0;0
365.912 298 ms;0;0;0
365.976 148 ms;0;0;1
365.978 068 ms;0;0;0
366.036 128 ms;0;0;1
366.038 248 ms;0;0;0
366.113 768 ms;0;0;1
366.115 888 ms;0;0;0
366.185 168 ms;0;0;1
366.185 228 ms;1;0;1
366.189 358 ms;1;0;0
366.189 418 ms;0;0;0
366.208 668 ms;0;0;1
366.210 778 ms;0;0;0
366.243 968 ms;0;0;1
366.243 998 ms;0;1;1
366.246 158 ms;0;1;0
366.246 198 ms;0;0;0
366.294 928 ms;0;0;1
366.297 048 ms;0;0;0
366.314 398 ms;0;0;1
366.314 428 ms;0;1;1
366.315 958 ms;0;1;0
366.315 988 ms;0;0;0
366.381 198 ms;0;0;1
366.383 318 ms;0;0;0
366.450 208 ms;0;0;1
366.452 328 ms;0;0;0
366.462 308 ms;0;0;1
366.462 368 ms;1;0;1
366.466 508 ms;1;0;0
366.466 568 ms;0;0;0
366.519 218 ms;0;0;1
366.521 348 ms;0;0;0
366.548 668 ms;0;0;1
366.550 598 ms;0;0;0
366.639 998 ms;0;0;1
366.642 108 ms;0;0;0
366.726 258 ms;0;0;1
366.728 388 ms;0;0;0
366.739 448 ms;0;0;1
366.739 498 ms;1;0;1
366.743 638 ms;1;0;0
366.743 698 ms;0;0;0
366.812 528 ms;0;0;1
366.814 648 ms;0;0;0
366.898 798 ms;0;0;1
366.900 918 ms;0;0;0
366.967 808 ms;0;0;1
366.969 928 ms;0;0;0
367.016 578 ms;0;0;1
367.016 638 ms;1;0;1
367.023 138 ms;1;0;0
367.023 198 ms;0;0;0
367.071 328 ms;0;0;1
367.073 448 ms;0;0;0
367.121 198 ms;0;0;1
367.123 118 ms;0;0;0
367.157 588 ms;0;0;1
367.159 718 ms;0;0;0
367.243 858 ms;0;0;1
367.245 978 ms;0;0;0
367.285 288 ms;0;0;1
367.285 318 ms;0;1;1
367.288 128 ms;0;1;0
367.288 158 ms;0;0;0
367.293 718 ms;0;0;1
367.293 778 ms;1;0;1
367.300 268 ms;1;0;0
367.300 328 ms;0;0;0
367.312 868 ms;0;0;1
367.314 988 ms;0;0;0
367.346 458 ms;0;0;1
367.346 488 ms;0;1;1
367.351 768 ms;0;1;0
367.351 798 ms;0;0;0
367.353 268 ms;0;0;1
367.353 298 ms;0;1;1
367.366 478 ms;0;1;0
367.366 508 ms;0;0;0
367.368 008 ms;0;1;0
367.368 038 ms;1;1;0
367.416 358 ms;1;1;1
367.416 398 ms;1;0;1
367.416 428 ms;0;0;1
367.418 478 ms;0;0;0
367.502 628 ms;0;0;1
367.504 748 ms;0;0;0
367.570 828 ms;0;0;1
367.570 878 ms;1;0;1
367.575 358 ms;1;0;0
367.575 418 ms;0;0;0
367.588 888 ms;0;0;1
367.591 018 ms;0;0;0
367.640 678 ms;0;0;1
367.642 798 ms;0;0;0
367.692 438 ms;0;0;1
367.694 558 ms;0;0;0
367.696 078 ms;0;0;1
367.698 008 ms;0;0;0
367.830 468 ms;0;0;1
367.832 588 ms;0;0;0
367.847 988 ms;0;0;1
367.848 048 ms;1;0;1
367.851 978 ms;1;1;1
367.852 018 ms;0;1;1
367.854 138 ms;0;1;0
367.854 168 ms;0;0;0
367.864 978 ms;0;0;1
367.867 098 ms;0;0;0
367.949 008 ms;0;0;1
367.949 048 ms;0;1;1
367.950 568 ms;0;1;0
367.950 588 ms;0;0;0
368.020 258 ms;0;0;1
368.022 368 ms;0;0;0
368.106 518 ms;0;0;1
368.108 648 ms;0;0;0
368.125 128 ms;0;0;1
368.125 188 ms;1;0;1
368.129 338 ms;1;0;0
368.129 388 ms;0;0;0
368.175 528 ms;0;0;1
368.177 648 ms;0;0;0
368.253 168 ms;0;0;1
368.255 298 ms;0;0;0
368.266 268 ms;0;0;1
368.268 188 ms;0;0;0
368.356 688 ms;0;0;1
368.358 818 ms;0;0;0
368.391 198 ms;0;0;1
368.393 318 ms;0;0;0
368.402 268 ms;0;0;1
368.402 328 ms;1;0;1
368.406 458 ms;1;0;0
368.406 518 ms;0;0;0
368.537 848 ms;0;0;1
368.539 978 ms;0;0;0
368.615 488 ms;0;0;1
368.617 608 ms;0;0;0
368.679 398 ms;0;0;1
368.679 458 ms;1;0;1
368.683 608 ms;1;0;0
368.683 668 ms;0;0;0
368.710 378 ms;0;0;1
368.712 508 ms;0;0;0
368.796 648 ms;0;0;1
368.798 768 ms;0;0;0
368.838 798 ms;0;0;1
368.840 718 ms;0;0;0
368.882 918 ms;0;0;1
368.885 038 ms;0;0;0
368.956 538 ms;0;0;1
368.956 598 ms;1;0;1
368.960 728 ms;1;0;0
368.960 788 ms;0;0;0
368.969 178 ms;0;0;1
368.971 298 ms;0;0;0
369.055 548 ms;0;0;1
369.055 578 ms;0;1;1
369.057 898 ms;0;1;0
369.057 928 ms;0;0;0
369.059 318 ms;0;0;1
369.061 438 ms;0;0;0
369.124 458 ms;0;0;1
369.125 988 ms;0;1;1
369.127 528 ms;0;1;0
369.127 558 ms;0;0;0
369.227 978 ms;0;0;1
369.230 098 ms;0;0;0
369.233 678 ms;0;0;1
369.233 738 ms;1;0;1
369.237 888 ms;1;0;0
369.237 948 ms;0;0;0
369.314 248 ms;0;0;1
369.316 368 ms;0;0;0
369.400 508 ms;0;0;1
369.402 628 ms;0;0;0
369.411 318 ms;0;0;1
369.413 248 ms;0;0;0
369.486 778 ms;0;0;1
369.488 898 ms;0;0;0
369.510 808 ms;0;0;1
369.510 868 ms;1;0;1
369.515 008 ms;1;0;0
369.515 058 ms;0;0;0
369.573 038 ms;0;0;1
369.575 168 ms;0;0;0
369.659 308 ms;0;0;1
369.661 428 ms;0;0;0
369.745 578 ms;0;0;1
369.747 698 ms;0;0;0
369.787 948 ms;0;0;1
369.788 008 ms;1;0;1
369.792 158 ms;1;0;0
369.792 218 ms;0;0;0
369.831 838 ms;0;0;1
369.833 958 ms;0;0;0
369.849 098 ms;0;0;1
369.851 218 ms;0;0;0
369.983 848 ms;0;0;1
369.985 768 ms;0;0;0
369.995 748 ms;0;0;1
369.997 868 ms;0;0;0
370.065 088 ms;0;0;1
370.065 148 ms;1;0;1
370.069 278 ms;1;0;0
370.069 338 ms;0;0;0
370.090 638 ms;0;0;1
370.092 758 ms;0;0;0
370.176 908 ms;0;0;1
370.179 028 ms;0;0;0
370.263 178 ms;0;0;1
370.265 298 ms;0;0;0
370.342 228 ms;0;0;1
370.342 278 ms;1;0;1
370.346 428 ms;1;0;0
370.346 488 ms;0;0;0
370.349 438 ms;0;0;1
370.351 558 ms;0;0;0
370.435 708 ms;0;0;1
370.437 828 ms;0;0;0
370.521 968 ms;0;0;1
370.524 098 ms;0;0;0
370.556 378 ms;0;0;1
370.558 298 ms;0;0;0
370.608 238 ms;0;0;1
370.610 358 ms;0;0;0
370.617 118 ms;0;0;1
370.617 148 ms;0;1;1
370.619 318 ms;0;1;0
370.619 348 ms;0;0;0
370.620 828 ms;0;0;1
370.620 888 ms;1;0;1
370.625 018 ms;1;0;0
370.625 078 ms;0;0;0
370.694 498 ms;0;0;1
370.696 628 ms;0;0;0
370.711 758 ms;0;0;1
370.713 878 ms;0;0;0
370.858 408 ms;0;0;1
370.860 528 ms;0;0;0
370.896 498 ms;0;0;1
370.896 558 ms;1;0;1
370.900 708 ms;1;0;0
370.900 768 ms;0;0;0
370.953 298 ms;0;0;1
370.955 428 ms;0;0;0
371.039 568 ms;0;0;1
371.041 688 ms;0;0;0
371.125 828 ms;0;0;1
371.127 958 ms;0;0;0
371.129 468 ms;0;0;1
371.131 398 ms;0;0;0
371.173 638 ms;0;0;1
371.173 688 ms;1;0;1
371.177 828 ms;1;0;0
371.177 888 ms;0;0;0
371.203 468 ms;0;0;1
371.205 598 ms;0;0;0
371.289 738 ms;0;0;1
371.291 628 ms;0;0;0
371.450 778 ms;0;0;1
371.450 838 ms;1;0;1
371.454 978 ms;1;0;0
371.455 038 ms;0;0;0
371.701 448 ms;0;0;1
371.703 368 ms;0;0;0
371.727 908 ms;0;0;1
371.727 968 ms;1;0;1
371.732 108 ms;1;0;0
371.732 168 ms;0;0;0
372.005 048 ms;0;0;1
372.005 108 ms;1;0;1
372.011 608 ms;1;0;0
372.011 668 ms;0;0;0
372.273 968 ms;0;0;1
372.275 898 ms;0;0;0
372.282 188 ms;0;0;1
372.282 238 ms;1;0;1
372.284 928 ms;1;1;1
372.284 968 ms;0;1;1
372.287 738 ms;0;1;0
372.287 758 ms;0;0;0
372.346 018 ms;0;0;1
372.346 038 ms;0;1;1
372.351 318 ms;0;1;0
372.351 348 ms;0;0;0
372.352 818 ms;0;0;1
372.352 858 ms;0;1;1
372.366 028 ms;0;1;0
372.366 058 ms;0;0;0
372.367 568 ms;0;1;0
372.367 588 ms;1;1;0
372.559 288 ms;1;1;1
372.559 328 ms;1;0;1
372.563 828 ms;1;0;0
372.563 888 ms;0;0;0
372.660 398 ms;0;0;1
372.662 518 ms;0;0;0
372.682 338 ms;0;0;1
372.684 458 ms;0;0;0
372.752 318 ms;0;0;1
372.754 438 ms;0;0;0
372.836 438 ms;0;0;1
372.836 488 ms;1;0;1
372.840 628 ms;1;0;0
372.840 688 ms;0;0;0
372.846 468 ms;0;0;1
372.848 388 ms;0;0;0
372.873 968 ms;0;0;1
372.876 088 ms;0;0;0
373.001 548 ms;0;0;1
373.003 678 ms;0;0;0
373.087 818 ms;0;0;1
373.089 938 ms;0;0;0
373.113 598 ms;0;0;1
373.113 658 ms;1;0;1
373.117 798 ms;1;0;0
373.117 858 ms;0;0;0
373.174 078 ms;0;0;1
373.176 208 ms;0;0;0
373.234 468 ms;0;0;1
373.236 588 ms;0;0;0
373.312 108 ms;0;0;1
373.314 228 ms;0;0;0
373.390 738 ms;0;0;1
373.390 798 ms;1;0;1
373.394 928 ms;1;0;0
373.394 988 ms;0;0;0
373.419 028 ms;0;0;1
373.420 948 ms;0;0;0
373.432 878 ms;0;0;1
373.435 008 ms;0;0;0
373.519 148 ms;0;0;1
373.521 268 ms;0;0;0
373.605 408 ms;0;0;1
373.607 538 ms;0;0;0
373.667 868 ms;0;0;1
373.667 928 ms;1;0;1
373.672 078 ms;1;0;0
373.672 138 ms;0;0;0
373.691 678 ms;0;0;1
373.693 798 ms;0;0;0
373.760 698 ms;0;0;1
373.762 818 ms;0;0;0
373.864 208 ms;0;0;1
373.866 338 ms;0;0;0
373.945 008 ms;0;0;1
373.945 068 ms;1;0;1
373.949 198 ms;1;0;0
373.949 258 ms;0;0;0
373.950 748 ms;0;0;1
373.952 868 ms;0;0;0
373.991 558 ms;0;0;1
373.993 478 ms;0;0;0
374.036 738 ms;0;0;1
374.038 868 ms;0;0;0
374.105 758 ms;0;0;1
374.107 878 ms;0;0;0
374.209 278 ms;0;0;1
374.211 398 ms;0;0;0
374.222 148 ms;0;0;1
374.222 208 ms;1;0;1
374.226 358 ms;1;0;0
374.226 408 ms;0;0;0
374.295 548 ms;0;0;1
374.297 658 ms;0;0;0
374.381 808 ms;0;0;1
374.383 928 ms;0;0;0
374.442 198 ms;0;0;1
374.444 318 ms;0;0;0
374.499 288 ms;0;0;1
374.499 338 ms;1;0;1
374.503 468 ms;1;0;0
374.503 538 ms;0;0;0
374.554 338 ms;0;0;1
374.556 468 ms;0;0;0
374.564 098 ms;0;0;1
374.566 018 ms;0;0;0
374.623 348 ms;0;0;1
374.625 478 ms;0;0;0
374.726 878 ms;0;0;1
374.728 998 ms;0;0;0
374.776 418 ms;0;0;1
374.776 478 ms;1;0;1
374.780 628 ms;1;0;0
374.780 688 ms;0;0;0
374.813 138 ms;0;0;1
374.815 258 ms;0;0;0
374.899 408 ms;0;0;1
374.901 528 ms;0;0;0
374.968 418 ms;0;0;1
374.970 538 ms;0;0;0
375.002 928 ms;0;0;1
375.005 048 ms;0;0;0
375.053 558 ms;0;0;1
375.053 618 ms;1;0;1
375.057 748 ms;1;0;0
375.057 808 ms;0;0;0
375.136 628 ms;0;0;1
375.138 538 ms;0;0;0
375.140 948 ms;0;0;1
375.143 078 ms;0;0;0
375.235 848 ms;0;0;1
375.237 968 ms;0;0;0
375.270 348 ms;0;0;1
375.272 478 ms;0;0;0
375.330 698 ms;0;0;1
375.330 748 ms;1;0;1
375.334 898 ms;1;0;0
375.334 958 ms;0;0;0
375.416 998 ms;0;0;1
375.419 128 ms;0;0;0
375.494 638 ms;0;0;1
375.496 768 ms;0;0;0
375.589 538 ms;0;0;1
375.591 658 ms;0;0;0
375.607 828 ms;0;0;1
375.607 888 ms;1;0;1
375.612 018 ms;1;0;0
375.612 078 ms;0;0;0
375.675 798 ms;0;0;1
375.677 918 ms;0;0;0
375.709 148 ms;0;0;1
375.711 068 ms;0;0;0
375.762 068 ms;0;0;1
375.764 188 ms;0;0;0
375.822 458 ms;0;0;1
375.824 568 ms;0;0;0
375.884 968 ms;0;0;1
375.885 028 ms;1;0;1
375.889 168 ms;1;0;0
375.889 238 ms;0;0;0
375.900 098 ms;0;0;1
375.902 208 ms;0;0;0
376.020 868 ms;0;0;1
376.022 988 ms;0;0;0
376.107 138 ms;0;0;1
376.109 248 ms;0;0;0
376.162 108 ms;0;0;1
376.162 158 ms;1;0;1
376.166 298 ms;1;0;0
376.166 358 ms;0;0;0
376.193 398 ms;0;0;1
376.195 518 ms;0;0;0
376.279 668 ms;0;0;1
376.281 788 ms;0;0;0
376.283 308 ms;0;0;1
376.285 228 ms;0;0;0
376.357 298 ms;0;0;1
376.359 428 ms;0;0;0
376.439 248 ms;0;0;1
376.439 298 ms;1;0;1
376.443 448 ms;1;0;0
376.443 508 ms;0;0;0
376.452 198 ms;0;0;1
376.454 318 ms;0;0;0
376.538 468 ms;0;0;1
376.540 588 ms;0;0;0
376.616 108 ms;0;0;1
376.618 228 ms;0;0;0
376.685 108 ms;0;0;1
376.687 238 ms;0;0;0
376.716 378 ms;0;0;1
376.716 438 ms;1;0;1
376.720 568 ms;1;0;0
376.720 628 ms;0;0;0
376.797 258 ms;0;0;1
376.799 388 ms;0;0;0
376.854 208 ms;0;0;1
376.856 128 ms;0;0;0
376.866 278 ms;0;0;1
376.868 388 ms;0;0;0
376.935 288 ms;0;0;1
376.937 408 ms;0;0;0
376.993 518 ms;0;0;1
376.993 578 ms;1;0;1
377.000 078 ms;1;0;0
377.000 138 ms;0;0;0
377.056 058 ms;0;0;1
377.058 178 ms;0;0;0
377.125 068 ms;0;0;1
377.127 198 ms;0;0;0
377.228 588 ms;0;0;1
377.230 708 ms;0;0;0
377.270 648 ms;0;0;1
377.270 708 ms;1;0;1
377.277 198 ms;1;0;0
377.277 258 ms;0;0;0
377.284 508 ms;0;0;1
377.284 538 ms;0;1;1
377.287 348 ms;0;1;0
377.287 378 ms;0;0;0
377.314 858 ms;0;0;1
377.316 978 ms;0;0;0
377.345 568 ms;0;0;1
377.345 598 ms;0;1;1
377.350 868 ms;0;1;0
377.350 908 ms;0;0;0
377.352 378 ms;0;0;1
377.352 408 ms;0;1;1
377.366 298 ms;0;1;0
377.366 328 ms;0;0;0
377.367 828 ms;0;1;0
377.367 858 ms;1;1;0
377.383 838 ms;1;1;1
377.383 878 ms;1;0;1
377.383 908 ms;0;0;1
377.385 968 ms;0;0;0
377.426 708 ms;0;0;1
377.428 628 ms;0;0;0
377.463 638 ms;0;0;1
377.463 668 ms;0;1;1
377.463 688 ms;1;1;1
377.465 618 ms;1;1;0
377.465 648 ms;1;0;0
377.465 668 ms;0;0;0
377.487 358 ms;0;0;1
377.489 478 ms;0;0;0
377.547 758 ms;0;0;1
377.547 818 ms;1;0;1
377.552 298 ms;1;0;0
377.552 358 ms;0;0;0
377.564 998 ms;0;0;1
377.567 118 ms;0;0;0
377.642 638 ms;0;0;1
377.644 758 ms;0;0;0
377.746 188 ms;0;0;1
377.748 308 ms;0;0;0
377.815 198 ms;0;0;1
377.817 328 ms;0;0;0
377.824 928 ms;0;0;1
377.824 988 ms;1;0;1
377.829 118 ms;1;0;0
377.829 178 ms;0;0;0
377.875 588 ms;0;0;1
377.877 708 ms;0;0;0
377.996 358 ms;0;0;1
377.998 478 ms;0;0;0
378.000 008 ms;0;0;1
378.001 928 ms;0;0;0
378.073 998 ms;0;0;1
378.076 118 ms;0;0;0
378.102 068 ms;0;0;1
378.102 118 ms;1;0;1
378.106 268 ms;1;0;0
378.106 328 ms;0;0;0
378.160 268 ms;0;0;1
378.162 388 ms;0;0;0
378.263 788 ms;0;0;1
378.265 908 ms;0;0;0
378.350 058 ms;0;0;1
378.352 178 ms;0;0;0
378.375 928 ms;0;0;1
378.378 048 ms;0;0;0
378.379 178 ms;0;0;1
378.379 238 ms;1;0;1
378.383 368 ms;1;0;0
378.383 428 ms;0;0;0
378.522 588 ms;0;0;1
378.524 708 ms;0;0;0
378.572 618 ms;0;0;1
378.572 648 ms;0;1;1
378.572 668 ms;1;1;1
378.574 628 ms;1;1;0
378.574 648 ms;1;0;0
378.574 678 ms;0;0;0
378.575 328 ms;0;0;1
378.577 248 ms;0;0;0
378.600 228 ms;0;0;1
378.602 338 ms;0;0;0
378.656 338 ms;0;0;1
378.656 398 ms;1;0;1
378.660 548 ms;1;0;0
378.660 608 ms;0;0;0
378.695 118 ms;0;0;1
378.697 238 ms;0;0;0
378.781 378 ms;0;0;1
378.783 508 ms;0;0;0
378.859 018 ms;0;0;1
378.861 148 ms;0;0;0
378.933 478 ms;0;0;1
378.933 528 ms;1;0;1
378.937 668 ms;1;0;0
378.937 728 ms;0;0;0
378.953 908 ms;0;0;1
378.956 038 ms;0;0;0
379.040 178 ms;0;0;1
379.042 298 ms;0;0;0
379.109 188 ms;0;0;1
379.111 318 ms;0;0;0
379.144 328 ms;0;0;1
379.146 248 ms;0;0;0
379.210 608 ms;0;0;1
379.210 678 ms;1;0;1
379.214 818 ms;1;0;0
379.214 878 ms;0;0;0
379.216 368 ms;0;0;1
379.218 488 ms;0;0;0
379.298 978 ms;0;0;1
379.301 098 ms;0;0;0
379.385 248 ms;0;0;1
379.387 368 ms;0;0;0
379.471 508 ms;0;0;1
379.473 638 ms;0;0;0
379.487 748 ms;0;0;1
379.487 808 ms;1;0;1
379.491 948 ms;1;0;0
379.492 008 ms;0;0;0
379.557 778 ms;0;0;1
379.559 898 ms;0;0;0
379.644 048 ms;0;0;1
379.646 158 ms;0;0;0
379.716 858 ms;0;0;1
379.718 778 ms;0;0;0
379.730 308 ms;0;0;1
379.732 438 ms;0;0;0
379.764 888 ms;0;0;1
379.764 948 ms;1;0;1
379.769 088 ms;1;0;0
379.769 148 ms;0;0;0
379.816 578 ms;0;0;1
379.818 698 ms;0;0;0
379.902 848 ms;0;0;1
379.904 968 ms;0;0;0
379.989 108 ms;0;0;1
379.991 228 ms;0;0;0
380.042 028 ms;0;0;1
380.042 088 ms;1;0;1
380.046 218 ms;1;0;0
380.046 278 ms;0;0;0
380.064 528 ms;0;0;1
380.064 558 ms;0;1;1
380.064 588 ms;1;1;1
380.066 538 ms;1;1;0
380.066 568 ms;1;0;0
380.066 598 ms;0;0;0
380.075 378 ms;0;0;1
380.077 498 ms;0;0;0
380.161 638 ms;0;0;1
380.163 768 ms;0;0;0
380.247 908 ms;0;0;1
380.250 028 ms;0;0;0
380.289 378 ms;0;0;1
380.291 308 ms;0;0;0
380.319 158 ms;0;0;1
380.319 218 ms;1;0;1
380.323 368 ms;1;0;0
380.323 428 ms;0;0;0
380.325 538 ms;0;0;1
380.327 668 ms;0;0;0
380.420 438 ms;0;0;1
380.422 558 ms;0;0;0
380.498 078 ms;0;0;1
380.500 198 ms;0;0;0
380.592 968 ms;0;0;1
380.595 098 ms;0;0;0
380.596 268 ms;0;0;1
380.596 328 ms;1;0;1
380.600 458 ms;1;0;0
380.600 518 ms;0;0;0
380.679 238 ms;0;0;1
380.681 358 ms;0;0;0
380.765 498 ms;0;0;1
380.767 628 ms;0;0;0
380.843 138 ms;0;0;1
380.845 268 ms;0;0;0
380.861 918 ms;0;0;1
380.863 848 ms;0;0;0
380.873 438 ms;0;0;1
380.873 498 ms;1;0;1
380.877 648 ms;1;0;0
380.877 698 ms;0;0;0
380.938 038 ms;0;0;1
380.940 158 ms;0;0;0
381.015 678 ms;0;0;1
381.017 798 ms;0;0;0
381.110 568 ms;0;0;1
381.112 688 ms;0;0;0
381.150 578 ms;0;0;1
381.150 628 ms;1;0;1
381.154 758 ms;1;0;0
381.154 828 ms;0;0;0
381.179 578 ms;0;0;1
381.181 698 ms;0;0;0
381.283 098 ms;0;0;1
381.285 228 ms;0;0;0
381.360 738 ms;0;0;1
381.362 858 ms;0;0;0
381.427 708 ms;0;0;1
381.427 768 ms;1;0;1
381.431 918 ms;1;0;0
381.431 978 ms;0;0;0
381.434 448 ms;0;0;1
381.436 368 ms;0;0;0
381.455 638 ms;0;0;1
381.457 758 ms;0;0;0
381.541 898 ms;0;0;1
381.544 018 ms;0;0;0
381.603 978 ms;0;0;1
381.604 008 ms;0;1;1
381.604 038 ms;1;1;1
381.605 998 ms;1;1;0
381.606 018 ms;1;0;0
381.606 048 ms;0;0;0
381.628 168 ms;0;0;1
381.630 288 ms;0;0;0
381.704 848 ms;0;0;1
381.704 908 ms;1;0;1
381.709 038 ms;1;0;0
381.709 098 ms;0;0;0
381.714 428 ms;0;0;1
381.716 558 ms;0;0;0
381.800 698 ms;0;0;1
381.802 818 ms;0;0;0
381.886 968 ms;0;0;1
381.889 088 ms;0;0;0
381.973 228 ms;0;0;1
381.975 348 ms;0;0;0
381.981 988 ms;0;0;1
381.982 038 ms;1;0;1
381.988 548 ms;1;0;0
381.988 608 ms;0;0;0
382.006 978 ms;0;0;1
382.008 898 ms;0;0;0
382.050 868 ms;0;0;1
382.052 988 ms;0;0;0
382.145 758 ms;0;0;1
382.147 888 ms;0;0;0
382.223 398 ms;0;0;1
382.225 528 ms;0;0;0
382.259 118 ms;0;0;1
382.259 178 ms;1;0;1
382.265 668 ms;1;0;0
382.265 728 ms;0;0;0
382.284 118 ms;0;0;1
382.284 148 ms;0;1;1
382.286 948 ms;0;1;0
382.286 988 ms;0;0;0
382.318 288 ms;0;0;1
382.320 418 ms;0;0;0
382.345 118 ms;0;0;1
382.345 148 ms;0;1;1
382.350 418 ms;0;1;0
382.350 458 ms;0;0;0
382.351 928 ms;0;0;1
382.351 958 ms;0;1;1
382.365 128 ms;0;1;0
382.365 168 ms;0;0;0
382.366 668 ms;0;1;0
382.366 688 ms;1;1;0
382.404 528 ms;1;1;1
382.404 568 ms;1;0;1
382.404 588 ms;0;0;1
382.406 648 ms;0;0;0
382.490 798 ms;0;0;1
382.492 918 ms;0;0;0
382.536 228 ms;0;0;1
382.536 288 ms;1;0;1
382.540 768 ms;1;0;0
382.540 828 ms;0;0;0
382.568 438 ms;0;0;1
382.570 558 ms;0;0;0
382.579 478 ms;0;0;1
382.581 398 ms;0;0;0
382.675 098 ms;0;0;1
382.677 218 ms;0;0;0
382.729 418 ms;0;0;1
382.731 538 ms;0;0;0
382.813 398 ms;0;0;1
382.813 458 ms;1;0;1
382.817 588 ms;1;0;0
382.817 648 ms;0;0;0
382.843 718 ms;0;0;1
382.845 838 ms;0;0;0
382.929 978 ms;0;0;1
382.932 108 ms;0;0;0
383.016 248 ms;0;0;1
383.018 368 ms;0;0;0
383.090 538 ms;0;0;1
383.090 588 ms;1;0;1
383.092 368 ms;1;1;1
383.093 698 ms;1;1;0
383.093 728 ms;1;0;0
383.093 748 ms;0;0;0
383.102 518 ms;0;0;1
383.104 638 ms;0;0;0
383.152 038 ms;0;0;1
383.153 958 ms;0;0;0
383.188 788 ms;0;0;1
383.190 898 ms;0;0;0
383.275 048 ms;0;0;1
383.277 168 ms;0;0;0
383.361 318 ms;0;0;1
383.363 438 ms;0;0;0
383.367 668 ms;0;0;1
383.367 728 ms;1;0;1
383.371 868 ms;1;0;0
383.371 918 ms;0;0;0
383.447 578 ms;0;0;1
383.449 708 ms;0;0;0
383.533 848 ms;0;0;1
383.535 968 ms;0;0;0
383.620 108 ms;0;0;1
383.622 238 ms;0;0;0
383.644 808 ms;0;0;1
383.644 868 ms;1;0;1
383.649 018 ms;1;0;0
383.649 078 ms;0;0;0
383.706 378 ms;0;0;1
383.708 498 ms;0;0;0
383.724 558 ms;0;0;1
383.726 478 ms;0;0;0
383.792 648 ms;0;0;1
383.794 768 ms;0;0;0
383.878 908 ms;0;0;1
383.881 028 ms;0;0;0
383.921 938 ms;0;0;1
383.921 998 ms;1;0;1
383.926 138 ms;1;0;0
383.926 198 ms;0;0;0
383.965 178 ms;0;0;1
383.967 298 ms;0;0;0
384.014 398 ms;0;0;1
384.014 428 ms;0;1;1
384.015 958 ms;0;1;0
384.015 998 ms;0;0;0
384.051 438 ms;0;0;1
384.053 568 ms;0;0;0
384.137 708 ms;0;0;1
384.139 828 ms;0;0;0
384.199 078 ms;0;0;1
384.199 138 ms;1;0;1
384.203 288 ms;1;0;0
